ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8154059	0.0000627	1.67e-07	-5.02e+01	8.59654	-3.08586278	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
8152314	0.0000667	1.81e-07	-4.93e+01	8.52036	-5.17441199	RSPO2	R-spondin 2
8044353	0.0000667	1.85e-07	4.91e+01	8.50218	3.38570779	ACOXL	acyl-CoA oxidase-like
7962455	0.0000667	1.86e-07	4.90e+01	8.49626	3.15460641	NELL2	neural EGFL like 2
7933092	0.0000667	1.87e-07	-4.90e+01	8.49223	-3.42231533	ZNF248	zinc finger protein 248
7923578	0.0000667	1.89e-07	-4.88e+01	8.48136	-3.10607657	FMOD	fibromodulin
7922268	0.0000667	1.91e-07	-4.88e+01	8.47431	-3.14091963	KIFAP3	kinesin associated protein 3
8088560	0.0000667	1.92e-07	-4.87e+01	8.46986	-3.66146641	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
8058498	0.0000682	1.98e-07	4.84e+01	8.43952	3.71641086	FZD5	frizzled class receptor 5
7957861	0.0000711	2.10e-07	-4.77e+01	8.38501	-3.02338484	ANO4	anoctamin 4
7971461	0.0000711	2.12e-07	-4.77e+01	8.37917	-3.08962196	LCP1	lymphocyte cytosolic protein 1
8001564	0.0000711	2.15e-07	-4.75e+01	8.36634	-2.94987592	DOK4	docking protein 4
8055496	0.0000711	2.16e-07	-4.75e+01	8.36298	-3.76703967	LRP1B	LDL receptor related protein 1B
7987385	0.0000718	2.23e-07	-4.72e+01	8.3328	-2.98119255	MEIS2	Meis homeobox 2
8022283	0.0000718	2.25e-07	-4.71e+01	8.32363	-3.33730191	PIEZO2	piezo type mechanosensitive ion channel component 2
8112139	0.0000718	2.27e-07	-4.69e+01	8.31382	-3.17571222	IL6ST	interleukin 6 signal transducer
7976073	0.0000718	2.30e-07	-4.68e+01	8.30319	-3.47233314	FLRT2	fibronectin leucine rich transmembrane protein 2
8081036	0.0000718	2.31e-07	4.68e+01	8.2991	2.95583429	CADM2	cell adhesion molecule 2
7966690	0.0000718	2.31e-07	-4.68e+01	8.29905	-3.00480495	TBX3	T-box 3
8051785	0.0000726	2.37e-07	4.65e+01	8.27425	2.97430177	KCNG3	potassium voltage-gated channel modifier subfamily G member 3
7972461	0.0000726	2.40e-07	-4.64e+01	8.26324	-2.95741408	SLC15A1	solute carrier family 15 member 1
8088180	0.0000726	2.40e-07	-4.64e+01	8.26162	-4.36567228	WNT5A	Wnt family member 5A
8045208	0.0000726	2.50e-07	4.60e+01	8.22665	3.48297467	POTEF///POTEJ///POTEM///POTEE///POTEKP	POTE ankyrin domain family member F///POTE ankyrin domain family member J///POTE ankyrin domain family member M///POTE ankyrin domain family member E///POTE ankyrin domain family member K, pseudogene
8100768	0.0000726	2.51e-07	-4.59e+01	8.22088	-2.99372769	LOC101929773///UGT2B28///UGT2B11///UGT2B17///UGT2B10///UGT2B7///UGT2B4	UDP-glucuronosyltransferase 2B10-like///UDP glucuronosyltransferase family 2 member B28///UDP glucuronosyltransferase family 2 member B11///UDP glucuronosyltransferase family 2 member B17///UDP glucuronosyltransferase family 2 member B10///UDP glucuronosyltransferase family 2 member B7///UDP glucuronosyltransferase family 2 member B4
7983256	0.0000726	2.53e-07	4.59e+01	8.21563	2.97735686	CKMT1A///CKMT1B///CKMT1A///CKMT1B	creatine kinase, mitochondrial 1A///creatine kinase, mitochondrial 1B///creatine kinase, mitochondrial 1A///creatine kinase, mitochondrial 1B
8180239	0.0000726	2.54e-07	-4.58e+01	8.21176	-4.31828751		
8122265	0.0000726	2.55e-07	-4.58e+01	8.2077	-2.8336558	TNFAIP3	TNF alpha induced protein 3
8089464	0.0000726	2.57e-07	4.57e+01	8.20116	4.19288831	LOC151760	putative uncharacterized protein LOC151760
8113726	0.0000726	2.57e-07	-4.57e+01	8.2001	-3.32099761	PPIC	peptidylprolyl isomerase C
8056222	0.0000726	2.60e-07	-4.56e+01	8.18951	-2.79715515	DPP4	dipeptidyl peptidase 4
7961102	0.0000726	2.61e-07	-4.56e+01	8.18515	-4.40122303	CLEC1B	C-type lectin domain family 1 member B
7961532	0.0000726	2.63e-07	-4.55e+01	8.17854	-2.9983504	ARHGDIB	Rho GDP dissociation inhibitor beta
7929322	0.0000742	2.73e-07	4.51e+01	8.14158	3.55723947	CYP26A1	cytochrome P450 family 26 subfamily A member 1
8102468	0.0000742	2.74e-07	-4.51e+01	8.13996	-3.03749037	PRSS12	protease, serine 12
8102232	0.0000742	2.76e-07	-4.50e+01	8.1335	-3.95154351	LEF1	lymphoid enhancer binding factor 1
8147030	0.0000747	2.80e-07	4.49e+01	8.11985	4.61133118	STMN2	stathmin 2
8155849	0.0000758	2.89e-07	-4.46e+01	8.08954	-2.83397132	ANXA1	annexin A1
8089544	0.0000758	2.90e-07	-4.45e+01	8.08407	-3.33978371	CCDC80	coiled-coil domain containing 80
8087530	0.0000758	2.91e-07	4.45e+01	8.08222	3.01527326	CAMKV	CaM kinase like vesicle associated
7989159	0.0000761	2.94e-07	-4.44e+01	8.07087	-3.19831529	ZNF280D	zinc finger protein 280D
7967624	0.0000769	3.04e-07	4.41e+01	8.04101	4.68434623	SLC15A4	solute carrier family 15 member 4
8146115	0.0000769	3.04e-07	-4.41e+01	8.03956	-2.82393551	C8orf4	chromosome 8 open reading frame 4
8160332	0.0000769	3.05e-07	-4.41e+01	8.03891	-2.73182373	MLLT3	MLLT3, super elongation complex subunit
8064894	0.0000771	3.11e-07	-4.39e+01	8.01924	-3.44054441	LRRN4	leucine rich repeat neuronal 4
8155665	0.0000771	3.12e-07	-4.38e+01	8.01458	-2.70029198	PGM5	phosphoglucomutase 5
7909494	0.0000771	3.13e-07	4.38e+01	8.01308	3.00917215	SYT14	synaptotagmin 14
8019964	0.0000771	3.15e-07	-4.37e+01	8.00693	-2.93823908	ARHGAP28	Rho GTPase activating protein 28
8085676	0.000078	3.28e-07	4.34e+01	7.96799	3.68032662	DAZL	deleted in azoospermia like
8127130	0.000078	3.32e-07	-4.32e+01	7.95675	-3.25661986	GCM1	glial cells missing homolog 1
8024712	0.000078	3.32e-07	4.32e+01	7.95643	3.01259545	ATCAY	ATCAY, caytaxin
7974835	0.000078	3.33e-07	-4.32e+01	7.95454	-2.77373279	PRKCH	protein kinase C eta
7974689	0.000078	3.33e-07	-4.32e+01	7.95412	-4.14648228	DACT1	dishevelled binding antagonist of beta catenin 1
7935058	0.000078	3.35e-07	-4.32e+01	7.94751	-2.66814262	MYOF	myoferlin
8171161	0.000078	3.36e-07	-4.31e+01	7.94576	-3.58513832	ARSE	arylsulfatase E (chondrodysplasia punctata 1)
8177628	0.0000786	3.40e-07	-4.30e+01	7.93187	-3.38144683	CCDC125	coiled-coil domain containing 125
8004694	0.0000789	3.46e-07	-4.29e+01	7.91661	-2.69960313	CYB5D1	cytochrome b5 domain containing 1
7957458	0.0000789	3.47e-07	-4.28e+01	7.91491	-2.67124647	NTS	neurotensin
8166747	0.0000796	3.53e-07	-4.27e+01	7.89592	-3.4047231	SYTL5	synaptotagmin like 5
8161288	0.0000796	3.54e-07	4.26e+01	7.89296	2.8399126	CNTNAP3B///CNTNAP3P2///CNTNAP3	contactin associated protein-like 3B///contactin associated protein-like 3 pseudogene 2///contactin associated protein-like 3
7970954	0.0000803	3.60e-07	4.25e+01	7.87734	2.81927125	DCLK1	doublecortin like kinase 1
8101675	0.0000806	3.70e-07	-4.22e+01	7.85209	-2.73445844	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
8081590	0.0000806	3.70e-07	-4.22e+01	7.851	-2.64370257	PHLDB2	pleckstrin homology like domain family B member 2
7926875	0.0000806	3.72e-07	-4.22e+01	7.84715	-2.713825	BAMBI	BMP and activin membrane bound inhibitor
7951133	0.0000806	3.72e-07	-4.22e+01	7.84612	-2.74220804	MAML2///MAML2	mastermind like transcriptional coactivator 2///mastermind like transcriptional coactivator 2
7906878	0.0000806	3.78e-07	-4.20e+01	7.8301	-4.46228829	DDR2	discoidin domain receptor tyrosine kinase 2
8111772	0.0000806	3.81e-07	-4.20e+01	7.82261	-2.67888398	DAB2	DAB2, clathrin adaptor protein
7917850	0.0000806	3.84e-07	-4.19e+01	7.81524	-3.17539869	ARHGAP29	Rho GTPase activating protein 29
8144643	0.0000806	3.87e-07	-4.18e+01	7.80824	-2.72890368	GATA4	GATA binding protein 4
8066117	0.0000806	3.88e-07	4.18e+01	7.8057	2.83607286	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
8045499	0.0000806	3.88e-07	-4.18e+01	7.80519	-2.80929748	HNMT	histamine N-methyltransferase
8140955	0.0000806	3.89e-07	-4.18e+01	7.80235	-2.78386736	CDK6	cyclin dependent kinase 6
8000480	0.0000814	3.95e-07	-4.16e+01	7.78715	-3.06075335		
8055153	0.0000814	3.99e-07	4.16e+01	7.7784	3.90572119	POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH	POTE ankyrin domain family member B3///POTE ankyrin domain family member B-like///POTE ankyrin domain family member B///POTE ankyrin domain family member D-like///POTE ankyrin domain family member B2///POTE ankyrin domain family member F///POTE ankyrin domain family member J///POTE ankyrin domain family member M///POTE ankyrin domain family member E///POTE ankyrin domain family member K, pseudogene///POTE ankyrin domain family member G///POTE ankyrin domain family member C///POTE ankyrin domain family member D///POTE ankyrin domain family member H
7907396	0.0000814	4.01e-07	-4.15e+01	7.77429	-3.66688342	C1orf105	chromosome 1 open reading frame 105
8097038	0.0000824	4.08e-07	-4.14e+01	7.7558	-2.64391823	NDST3	N-deacetylase and N-sulfotransferase 3
8096959	0.0000824	4.12e-07	4.13e+01	7.74754	2.55155361	ANK2	ankyrin 2, neuronal
7917304	0.0000824	4.13e-07	-4.12e+01	7.74428	-2.73311506	MCOLN3	mucolipin 3
8161520	0.0000836	4.22e-07	-4.11e+01	7.72423	-3.53576586	PGM5P2///PGM5	phosphoglucomutase 5 pseudogene 2///phosphoglucomutase 5
8160168	0.0000847	4.30e-07	-4.09e+01	7.70478	-2.94712627	FREM1	FRAS1 related extracellular matrix 1
8001800	0.000087	4.44e-07	-4.06e+01	7.67301	-3.39564008	CDH11	cadherin 11
7988260	0.0000884	4.55e-07	4.04e+01	7.64968	2.78070754	FRMD5	FERM domain containing 5
7934906	0.0000884	4.58e-07	-4.03e+01	7.64235	-2.72564999	ACTA2	actin, alpha 2, smooth muscle, aorta
8111271	0.0000884	4.61e-07	4.03e+01	7.63555	3.70337336	CDH9	cadherin 9
7925250	0.0000884	4.62e-07	4.03e+01	7.63361	3.52527501	GNG4	G protein subunit gamma 4
7899407	0.0000889	4.68e-07	4.01e+01	7.6213	2.70702817	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B
8151341	0.0000889	4.73e-07	-4.00e+01	7.60988	-2.76087463	TRPA1	transient receptor potential cation channel subfamily A member 1
8106986	0.0000889	4.75e-07	-4.00e+01	7.60638	-2.47347062	RHOBTB3	Rho related BTB domain containing 3
8045674	0.0000889	4.76e-07	-4.00e+01	7.60486	-2.86453044	LYPD6	LY6/PLAUR domain containing 6
8170119	0.0000897	4.89e-07	3.98e+01	7.57741	2.55594928	FHL1	four and a half LIM domains 1
7941662	0.0000897	4.90e-07	3.97e+01	7.57544	3.15987868	ACTN3	actinin alpha 3 (gene/pseudogene)
8045664	0.0000897	4.90e-07	-3.97e+01	7.57524	-3.04643072	LYPD6B	LY6/PLAUR domain containing 6B
8142580	0.0000897	4.91e-07	3.97e+01	7.57293	3.39007678	FEZF1	FEZ family zinc finger 1
8165866	0.0000899	4.97e-07	-3.96e+01	7.56151	-2.77620931	STS	steroid sulfatase (microsomal), isozyme S
8129254	0.0000899	4.98e-07	-3.96e+01	7.56015	-2.61769627	MAN1A1	mannosidase alpha class 1A member 1
7936439	0.0000905	5.08e-07	-3.94e+01	7.54049	-2.90749906	AFAP1L2	actin filament associated protein 1 like 2
8069676	0.0000905	5.08e-07	-3.94e+01	7.53916	-2.60443755	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1
8161460	0.0000905	5.10e-07	3.94e+01	7.53657	3.47343511	CNTNAP3B///CNTNAP3P2///CNTNAP3	contactin associated protein-like 3B///contactin associated protein-like 3 pseudogene 2///contactin associated protein-like 3
7952601	0.0000916	5.18e-07	-3.93e+01	7.51932	-2.51343378	ETS1	ETS proto-oncogene 1, transcription factor
7953532	0.0000917	5.22e-07	3.92e+01	7.51295	3.04823517	ENO2	enolase 2
7979357	0.0000931	5.38e-07	3.89e+01	7.48146	3.43916957	OTX2	orthodenticle homeobox 2
7969830	0.0000931	5.39e-07	3.89e+01	7.48127	2.61179137	ZIC2	Zic family member 2
8140534	0.0000931	5.39e-07	-3.89e+01	7.47972	-3.74435206	SEMA3C	semaphorin 3C
7939052	0.0000931	5.42e-07	-3.89e+01	7.4757	-3.37828718	FIBIN	fin bud initiation factor homolog (zebrafish)
7920123	0.0000938	5.49e-07	-3.88e+01	7.46254	-2.505755	S100A10	S100 calcium binding protein A10
8103745	0.0000943	5.59e-07	-3.86e+01	7.44342	-3.52190233	HAND2	heart and neural crest derivatives expressed 2
8125919	0.0000943	5.60e-07	3.86e+01	7.44275	2.65372239	FKBP5///LOC285847///FKBP5	FK506 binding protein 5///uncharacterized LOC285847///FK506 binding protein 5
8092095	0.0000943	5.60e-07	-3.86e+01	7.44162	-2.48625235	TNIK	TRAF2 and NCK interacting kinase
7946365	0.0000951	5.68e-07	3.85e+01	7.42816	2.43035636	STK33	serine/threonine kinase 33
8106827	0.0000952	5.71e-07	3.84e+01	7.42185	3.46762095	ADGRV1	adhesion G protein-coupled receptor V1
7955441	0.0000956	5.76e-07	-3.84e+01	7.41296	-4.08409162	METTL7A	methyltransferase like 7A
8082673	0.0000973	5.93e-07	-3.81e+01	7.38497	-2.78688277	ACPP	acid phosphatase, prostate
8060997	0.0000973	5.93e-07	-3.81e+01	7.3842	-2.55865677	SPTLC3	serine palmitoyltransferase long chain base subunit 3
7903214	0.000098	6.00e-07	-3.80e+01	7.37252	-3.74379448	PLPPR4	phospholipid phosphatase related 4
8146500	0.000098	6.03e-07	-3.80e+01	7.36692	-2.41951837	LYN	LYN proto-oncogene, Src family tyrosine kinase
8052072	0.0000981	6.07e-07	-3.79e+01	7.36119	-4.23598702	FSHR	follicle stimulating hormone receptor
8041759	0.0000995	6.19e-07	3.78e+01	7.34146	4.15592286	SIX3	SIX homeobox 3
7959834	0.0000995	6.25e-07	3.77e+01	7.33192	2.70624031	GLT1D1	glycosyltransferase 1 domain containing 1
8098344	0.0000995	6.27e-07	-3.77e+01	7.32886	-2.55007126		
8106660	0.0000995	6.32e-07	-3.76e+01	7.31966	-2.99570908	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2
8100541	0.0000995	6.37e-07	-3.75e+01	7.31263	-3.49383888	IGFBP7	insulin like growth factor binding protein 7
8111677	0.0000995	6.37e-07	-3.75e+01	7.31167	-2.90759228	LIFR	leukemia inhibitory factor receptor alpha
8176174	0.0000995	6.37e-07	-3.75e+01	7.31164	-2.43974631	MPP1	membrane palmitoylated protein 1
8094609	0.0001003	6.46e-07	-3.74e+01	7.29782	-2.32860994	FAM114A1	family with sequence similarity 114 member A1
8135774	0.0001003	6.48e-07	3.74e+01	7.29438	2.53880183	PTPRZ1	protein tyrosine phosphatase, receptor type Z1
8114415	0.0001023	6.66e-07	-3.72e+01	7.26692	-3.51645963	GFRA3	GDNF family receptor alpha 3
7932082	0.0001023	6.68e-07	-3.72e+01	7.2642	-3.02228451	CCDC3	coiled-coil domain containing 3
8037005	0.0001031	6.76e-07	-3.71e+01	7.25107	-2.38512579	TGFB1	transforming growth factor beta 1
7976816	0.0001042	6.90e-07	3.69e+01	7.23153	2.42576501	SNORD114-3	small nucleolar RNA, C/D box 114-3
8060134	0.0001042	6.95e-07	3.68e+01	7.22358	2.35203413	KIF1A	kinesin family member 1A
7932214	0.0001042	6.97e-07	3.68e+01	7.22039	3.57883941	ACBD7	acyl-CoA binding domain containing 7
8075616	0.0001042	7.03e-07	3.67e+01	7.21153	2.34078062	SYN3	synapsin III
7950555	0.0001042	7.05e-07	-3.67e+01	7.20941	-2.51143142	LRRC32	leucine rich repeat containing 32
7921916	0.0001042	7.07e-07	-3.67e+01	7.20649	-3.0406221	RGS5	regulator of G-protein signaling 5
7908371	0.0001042	7.08e-07	3.67e+01	7.20442	3.03594897	ERVMER61-1	endogenous retrovirus group MER61 member 1
8052091	0.0001042	7.11e-07	3.67e+01	7.20075	2.36509489	NRXN1	neurexin 1
8103822	0.0001042	7.12e-07	-3.66e+01	7.19836	-2.55395051	VEGFC	vascular endothelial growth factor C
8163637	0.0001064	7.31e-07	-3.64e+01	7.17191	-3.24713829	TNC	tenascin C
8146092	0.0001064	7.34e-07	3.64e+01	7.16759	3.84372785	IDO1	indoleamine 2,3-dioxygenase 1
8150509	0.0001066	7.39e-07	-3.64e+01	7.16145	-2.99352401	PLAT	plasminogen activator, tissue type
7914326	0.0001067	7.46e-07	3.63e+01	7.15165	2.33094608	NKAIN1	Na+/K+ transporting ATPase interacting 1
8150908	0.0001067	7.46e-07	-3.63e+01	7.1515	-2.45508902	IMPAD1	inositol monophosphatase domain containing 1
7969677	0.0001082	7.63e-07	-3.61e+01	7.12804	-2.22271274	MBNL2	muscleblind like splicing regulator 2
7964183	0.0001082	7.63e-07	3.61e+01	7.12739	2.20847273	GLS2	glutaminase 2
8124394	0.0001099	7.80e-07	-3.59e+01	7.10527	-3.26237754	HIST1H2BB	histone cluster 1, H2bb
8091537	0.0001099	7.82e-07	-3.59e+01	7.10263	-3.36322055	IGSF10	immunoglobulin superfamily member 10
8013341	0.00011	7.86e-07	-3.59e+01	7.097	-2.981929	MFAP4	microfibrillar associated protein 4
7945045	0.0001101	7.90e-07	3.58e+01	7.09167	2.24574322	DDX25	DEAD-box helicase 25
